,TICKER,YEAR,CODE,SECTOR,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
53,TRV,2012,DD,Financials,2092400,2097100,2034000,2031900,1989000,2000700,2070000,1891800,2155800,2117300,1003700,1894400,1609100,1666000,1901700,1798500,2981900,2602000,6328200,4294800,3239800,3581000,2672800,2804500,3056900,3945500,5292500,5155100,2704700,2474600,3332500,3039500,2747300,1972800,2266100,2371000,2315700,3196800,3027400,1733000,1577100,856500,1766300,1876000,2239500,1498600,2778300,1807900,1808400,5874000,2500600,2303600,2515800,2004400,2535600,1952500,2068100,2714300,2773900,3640600,
54,UNH,2012,DD,Health Care,6443800,6343300,5562000,4245400,5838100,4424400,3828700,4662900,6897300,6078300,6050700,5093300,4141500,5035900,4283900,4193300,7531600,6255200,5384500,5704800,5723600,5557400,4545000,4701900,3346700,4157700,4833700,4948200,6149600,4880800,13812600,8846100,8585800,5944000,5669900,5792500,6668600,6388000,5868900,4737800,5097000,1709300,5692900,7859400,5744200,10911600,7818600,3861300,5948900,4495100,3771900,4206200,4113500,4970400,7054000,4911800,3468700,6336900,4637800,5537600,
55,UTX,2012,DD,Industrials,3639800,5454100,4675500,4807100,6074900,3520000,3024200,3673500,2933100,2722000,1961100,4118300,4991400,4407900,4291200,2854400,2895900,3610900,3317000,4107400,3657100,6585000,5717100,4529300,4323600,4094800,6020600,4894500,3515000,4598100,5179500,3399800,3855100,3057200,3731300,4274400,3624900,4284500,3814900,2818400,2911500,1426300,2940400,5260900,4268800,4208600,7833700,3313400,3912100,4158800,3156700,3774700,2841200,3744900,3674300,4064600,4672600,5786200,6035800,7464700,
56,VZ,2012,DD,Communication Services,8858600,9200800,9358400,14496600,28238300,28873700,10326800,11907200,16112600,16909200,8718900,8752300,9333200,12852300,12900600,17315500,15480800,15092600,21680900,13429300,10691600,11363700,9852500,9853000,11651000,10177600,12382000,17221300,9781300,8728300,16522200,19432400,13325000,6681600,10385400,12392600,15087000,27896800,16543300,10819600,8672100,5133000,12282000,13495000,14210700,15022000,16992500,11458400,12945800,15334900,15506000,11139400,11137800,8734400,10741000,8303600,10604700,12605300,24653200,12734400,
57,HPQ,2012,DD,Information Technology,35047400,61807700,81795200,63752700,50007400,47931300,43062000,310536600,199108800,89521200,72241800,65251600,85381000,79702000,55831400,59304900,52481300,39507100,48824500,45863600,38512500,41892800,40322300,47290500,42432500,42811000,55042900,71585000,31547800,50056300,59540900,42556000,46388600,41180900,58142700,55365900,54104200,77062900,71848800,340591200,142771900,57819400,57819400,69091900,73116900,68996300,52001900,56031600,80532600,122331400,68460100,55613400,112995800,70389500,73324300,57911900,57409600,67958700,83315300,52666700,
58,WMT,2012,DD,Consumer Staples,4413700,6424700,4804900,5390100,6021000,4662300,4236500,8164700,5000900,5205100,4545900,8307300,19364800,8325500,8029300,9669600,6310100,7494500,7325700,6942500,5425400,5833900,4583200,4432900,4446900,6551200,12943600,8563500,4767700,5334400,6809900,7137100,6891400,4382800,8977400,9111300,23048900,12257100,12835700,9394600,7039600,5134900,9073200,7382300,10496400,9620500,12485200,9086800,12820500,9513200,7166100,7283000,5901600,14595000,23401900,14243500,10502300,10531700,11589800,9973200,
59,DIS,2012,DD,Communication Services,6148000,7421200,8017900,5309400,6695200,6557200,7243900,6626600,6507800,5223200,5827900,8072100,6407900,10118400,6135600,6871200,4997300,7787900,6290600,8454800,6131800,8531000,6069500,6794100,8359800,20702900,10582900,14027500,9575100,7691200,8533200,11124200,34216900,12344500,12269300,9776400,11416900,9833400,8512400,7465100,6763300,3353600,6935800,6720400,8148500,7232200,12343900,8395400,8400900,9182300,4828900,5279200,5264500,9040000,6474300,6108000,8086400,10324500,14023800,8382100,
60,MMM,2008,RD,Industrials,5756400,5291300,4302300,8246900,7093900,4615700,7880100,6588000,10949000,8798100,13349200,11647700,16317000,10511700,10622700,9646200,10485700,7288100,6668500,10744000,11002300,15117300,10095000,9268500,9364400,11277700,7141000,7259400,3677600,5896200,8213300,7842900,6134000,5755500,6573400,8203700,11086500,6996600,6571200,9223700,8329600,11517100,14803200,10617300,8689800,6396000,3205500,9715700,11934400,8972800,9290700,10272200,14082600,8788600,5391200,7404600,4723400,5557100,9334200,5847400,
61,AXP,2008,RD,Financials,7097900,7670000,16334000,20234900,13025700,8650900,15425500,14319600,24569900,20965900,20355200,29127700,45641400,22808600,23749600,18978200,23469400,21527500,18306600,30236400,20121600,16648500,18335800,10516700,17123400,17726700,15860900,15999400,12513700,15611600,12890300,21928000,13491200,11937400,19968600,35778000,47721200,21674900,16398600,21004000,23075500,25404100,32513000,24870400,24395400,12390500,7156700,19705000,16046600,14341200,15229300,17112100,20394300,14661000,18269900,16297200,15861800,14855500,22216000,13117300,
62,T,2008,RD,Communication Services,23577100,32768900,24635700,42345100,45946700,37712600,32509100,42475700,53354600,43511200,65698600,59864600,80121000,51210300,49659400,47763900,51195900,42494600,35154200,32938100,48232700,54898900,46490000,34125000,51075900,46814700,31707500,43585300,25954400,39444700,33995600,35549700,28701700,24611600,26618400,28552400,45718400,38959900,31965200,45527900,35461900,57113200,57855900,54986100,43187500,39462000,16044400,36892700,36969500,42681000,44983000,51201500,45880900,39560600,44502100,38939000,32808600,42601000,44733600,30397800,
63,BA,2008,RD,Industrials,5484100,6381800,5866500,9604900,6412200,6221800,8128100,9312300,12428500,10927800,11889300,12239000,20325600,14290600,12493900,10146800,11752000,10045100,7809200,7357000,10096700,13971200,9792200,9236200,14396800,12835700,9559100,8419400,8412300,9284500,10002100,13721300,7150800,5304200,7928100,7739500,13997600,8908900,7042600,12209200,10614300,13406300,13259700,9682300,9618700,6256400,2608200,7817500,6029400,8007000,7244200,10564600,13096400,8306100,5181000,7691900,10337400,8228000,11041400,7270600,
64,CAT,2008,RD,Industrials,6657400,7755400,8264000,12504600,10165500,15614000,15011700,11596500,17852500,13518900,15858800,11223300,19740000,10573100,12060500,12907900,16082300,18277600,13386100,14320400,13842100,17648000,13391800,12798100,12818200,16072900,8689300,9869200,7617800,11411400,14047600,13289300,9256600,13844100,12705800,10751000,17357500,11991200,9379100,12275800,10596400,19824100,16836200,16864600,12915500,11110900,5429800,13152700,10440200,14289200,11379200,14260300,25502000,15381700,15423400,12132100,10389000,8065200,11652300,9688000,
65,CVX,2008,RD,Energy,11233800,13789200,11869600,23971900,20128900,14632000,18821200,18840900,26033800,24464700,28049100,26965700,48207200,31001300,27089600,25129900,31798100,21723500,18288900,17534200,22243900,26944100,19774700,18276000,25094800,25863100,21848900,20506400,10465700,20119000,16408800,21394000,15931900,13283400,15789400,22447700,28513000,26612200,20960500,23618700,21997100,34193700,34759400,27518000,22015200,19665100,8647200,22692700,21058800,22581800,21416300,22882300,21955800,19682700,17651800,20550500,17806400,16509100,23253700,20739500,
66,KO,2008,RD,Consumer Staples,21740600,26174800,27516800,39031200,35193200,29096400,30669000,27695800,46243600,34820200,49084200,46288400,73567200,50478400,57665600,56256000,53069400,42030000,27773000,21927000,31891200,56321200,40797600,29412000,36079600,29859200,25942200,31870200,18576200,23774200,23496800,34002800,29180800,22561600,27487000,35027800,37546800,33382200,30672000,38923200,32379800,42268800,50104800,36720800,32370600,21349000,12565600,25153200,28670000,39894200,32059200,28276200,26908400,26635000,29363800,33283400,30458000,20399200,35063000,26407400,
67,DD,2008,RD,Materials,5124600,5736600,5452300,10288600,8559200,6135200,8803800,9015300,11100500,11876600,12027800,9044600,15774400,10878000,11236300,11733700,13451600,9787700,8056900,9039600,10612300,18683000,10960700,9589400,11322800,11127000,7706200,7723900,4825200,5944600,5888300,8291900,8942000,6711800,8849200,11547400,12513800,11441300,9712600,9720600,12853900,16554400,16830400,13247700,12566100,9593900,4553100,15173600,10154100,11333900,8833400,9168200,12844100,10591400,10489600,9232700,7889400,8307100,8559900,8212300,
68,XOM,2008,RD,Energy,27539300,36144700,28933600,58785700,42032700,34337100,44100200,44177200,65937700,62791100,74941800,68771800,112867200,64864300,64126300,61247200,78110100,58398500,44874600,43789700,52089300,64686000,54629400,48774800,69047100,62703600,56158400,52835800,35456000,48208700,45390700,52864400,44691300,37409700,42007600,50521000,72704700,53998400,48660000,57787000,57444800,76887100,84550600,74991100,56603500,46703000,19591000,55589900,54657000,57458800,65355700,65004800,51585500,47045500,44060200,50060100,44313900,43410800,58471100,51197300,
69,GE,2008,RD,Industrials,63164600,109099000,49252100,79736500,79012400,189193300,540527500,223461300,191941300,164337800,144329300,163406500,286218600,148013400,159271100,119123400,157125800,129551200,98372900,106999600,122996800,159390900,134251000,125561900,145160600,142653700,95334600,95610500,58665900,121533300,90553700,132451800,82133200,84165000,108180000,184214000,312920600,133428000,101360500,140522700,188801800,244529200,179369000,165582300,127174300,86149300,61368400,108735600,227851700,163494200,116621600,111497000,136668300,115128000,80013600,83821200,74956500,66278300,123554600,105026000,
70,AA,2008,RD,Materials,5564600,7926900,9148600,12244800,6629400,9410800,10796300,10158000,12918200,10907200,24228400,12903300,18529900,12565600,11598000,13879100,12511700,10803700,9811600,8889800,17517300,18909200,13253800,10324700,13700400,13161700,11869600,10205400,8783300,11589100,9099200,10207300,8185800,8948300,8752400,7543100,13675500,10832500,10510600,9581300,14112300,21235700,20117100,14219300,10886800,7674200,5163600,9887700,9040900,10671100,14881000,21092200,16222000,12113200,9400400,9993100,11403800,7781800,8197300,9905800,
71,HD,2008,RD,Consumer Discretionary,20665700,22970800,17008500,28057100,23152800,20739900,18545900,27243600,36436400,34193300,35105500,29596900,49333700,24678100,26867500,26416300,38445400,26629800,18408800,15135300,23827700,29497600,22524500,21744700,28156400,32328400,21072800,21720300,17940200,24131800,22260700,25524300,19600100,14073700,17405400,18189400,28059400,24957300,22643100,32638500,21970500,32825000,38361300,31820400,31618500,25401900,10272300,26816900,23835800,32948500,30083600,32975900,28815400,26321100,18719700,18390900,20831300,14736800,26188100,20068300,
72,INTC,2008,RD,Information Technology,67876800,69705600,68353700,93067800,84089900,74450600,80680400,83407600,111110100,90115400,124271200,106013200,166831600,99262800,124442300,141131200,120891700,93872200,74062300,78715200,78516000,85195700,96012400,80541800,102361500,99351500,134857200,94902700,54065800,71411200,68927600,108708400,73428200,52853700,84853800,72675400,143460400,74873700,60210900,96916400,73707700,114060100,104114400,98132700,84213900,71468300,26023500,60830800,63839000,77247200,78387100,85179900,78042400,88120000,74889000,73846300,69873000,60647200,100659300,66997400,
73,IBM,2008,RD,Information Technology,6574100,6539200,4760500,9586700,18991900,13134400,11458200,9637900,11521400,11416100,17980400,21293600,24637400,17101600,15114200,11330800,16271300,15230700,9747100,9716400,14198100,12358000,12287300,11099100,14205900,12692000,12033800,10506300,7686300,10173000,8706200,12522000,7927800,9685100,10013600,11368400,15103600,12023700,10315300,13050600,12606400,17634700,19804500,15023200,12519700,8240600,3908300,10265000,9305200,9757800,10914000,11212000,11177600,9356400,8187000,10682400,10381700,8848200,11559800,8592000,
74,JNJ,2008,RD,Health Care,12469600,14577700,13087200,25740100,19623000,25547700,30897500,25416700,33471600,24172200,37910400,33493900,50089400,32537300,38915400,25064700,34602200,25254100,18035000,14042400,23324900,23490600,23132100,21067000,27526400,29020100,23629000,19784900,11846900,14645400,19758000,22899400,16245700,12841200,14393000,18385200,27304500,22065300,16564900,21199500,27534900,31046400,30802200,20508500,21416200,18507700,7688500,18847200,16081100,18783300,17053600,16614100,16361100,13779200,13131200,15953500,14749700,12984300,17915200,15634400,
75,JPM,2008,RD,Financials,27186400,36831300,148081400,79528000,66987800,59424300,53944700,68639000,63065300,62396200,75686800,88790300,112976400,81628900,95288900,84755700,75112400,60991200,44732100,41780700,60825200,63917000,61968800,62712700,73082500,61823300,47372000,86948900,45059900,48917100,53524900,56467100,50210800,41558500,61577400,56726100,74523600,55941000,57560400,67807700,90226200,160729900,194075000,137382200,105430800,55644900,22787500,70984500,81316000,64914200,80719600,73599200,84589300,65827700,47919600,70746400,59939000,51629100,75822100,46719900,
76,MCD,2008,RD,Consumer Discretionary,8890200,8920800,8277400,12665100,12966800,12381800,10905400,11059100,16078600,15343700,20739700,17219700,33087500,14492500,17389100,13075100,17272200,11572900,8881100,10833400,17950300,13355600,13436300,12073500,13517600,17848100,11118200,11162900,7761600,10601300,8465100,11095900,8600900,8925000,9076000,10940200,15680700,12851700,11272300,12905200,16144600,15883200,20692500,13472900,14759300,9377800,3916400,11077100,10215700,13454300,16996200,17843400,16959100,13459500,11410900,11650300,9827700,7964700,13487700,10869400,
77,MRK,2008,RD,Health Care,11357900,15576000,12800900,23919700,15030700,14151900,17471000,17295500,23631800,20669400,22480200,25450500,38493700,20425400,19776000,18220100,19629700,23017800,27174600,14249400,20669500,22299000,17210500,16270200,22985900,18459200,15457400,16503900,11835300,14602000,14671500,19383200,10817100,13169100,11751900,13127700,19972700,16182000,11982200,18212300,15545600,23227600,24349200,17168500,13649900,12770500,5921300,14683700,15542100,14854500,20633800,23203800,15348300,19457000,13204900,12548500,13315900,12511900,15785000,14171900,
78,MSFT,2008,RD,Information Technology,80250300,96203500,100744300,134383100,107192700,88957000,93819800,114289400,146374600,145941200,171598600,131948700,228467500,144935400,165674900,113280200,161147800,133673100,93484300,100385600,150054800,154774100,153919700,117683900,134088800,111701800,95323000,93055200,61923500,72123000,81179700,95509700,71256300,67106800,78014500,90162300,148413700,96624500,97289000,108966500,103010500,139532800,157231900,125289900,92948100,79678300,28650800,79639900,79689800,80961500,78719200,91996200,107225000,80484900,61499000,83564300,78112600,59925900,97688700,78922700,
79,BAC,2008,RD,Financials,46292200,60479300,71964400,102415400,79197200,77465900,60475000,71040700,82372200,143285000,322727700,197845600,212897700,169776400,213923300,118298900,132357000,113718000,84862900,75498200,99175000,97334900,106422900,73489800,110456600,110623200,77086600,134621200,59182300,89542600,88416800,118548800,82003200,79599800,103837200,101948600,197772100,124550600,130129600,149127600,173059700,196136500,229691500,197880500,145943000,118890800,52660100,127347400,136087200,128501000,107562100,140156600,164101500,116333600,88454000,107442900,119512500,81959400,183131000,96214400,
80,PFE,2008,RD,Health Care,39494700,57629700,37593300,72145700,75527800,68312200,59160000,77597400,103467700,94727900,112241700,92306300,148837700,106278000,84735700,71566300,81914500,70212000,53952200,71187400,68909000,66450000,64982200,63502900,84609000,66277900,56921000,60582700,41477400,46785100,60572000,57060600,39554600,34683200,37584700,55955800,62606500,50081900,42703500,59032500,55131400,91056700,93965600,73925300,54412500,44454500,21109700,45994800,43475100,68958400,48621600,60053400,50282600,43559500,33919700,65191200,43849600,50197200,66463900,46034500,
81,PG,2008,RD,Consumer Staples,13053800,17513200,13417000,23388500,23102600,17760000,21833600,22923700,25914800,23857700,37290900,30092600,47113800,25023000,29454500,23606500,27622600,19589700,16636400,12739400,34940700,25829200,26572200,23484700,35638500,31023600,36499800,42624100,50502400,46653300,71833400,49444500,19003000,16157100,16256000,26012800,44886300,42262700,23074600,35518000,23344900,31313100,34196200,26076500,22843100,15151600,7768400,20431200,20242400,19967600,17919600,22060500,20894200,21421800,14721200,18856600,16817900,12230800,17789000,16119000,
82,C,2008,RD,Consumer Cyclical,8743300,9354600,11248600,20118500,11318400,15699000,10876500,29571900,15922100,12775800,15606300,18930700,26081600,16383300,25352200,15327800,17092700,15737900,10724800,17137800,13714800,14477900,12844500,12208900,15088900,13053100,10086900,9197000,7104500,8020500,10737200,15281200,9972300,8991200,14035200,16091600,27693000,28156900,16755800,21271800,34145100,72437300,102772500,80378300,46312000,38172000,25077400,31481200,32692300,31407200,25963500,21521400,22910900,21702300,16340000,16549200,14896100,10147200,20492900,15419000,
83,UTX,2008,RD,Industrials,5877000,8026300,6114000,9812000,9067200,8265000,10462400,9731800,12764000,10923800,13993600,11778800,20988600,13733800,15726500,14549700,16098700,11420200,10999700,7271100,9802700,12021000,9156100,8291100,11088800,11542300,8066900,7420000,4123500,8033900,8107000,8765200,6065700,6871400,6738000,6928600,11826400,7227600,8027800,9062100,9944300,16485300,15812600,9997400,12945300,8616300,3975800,9254100,9453300,7981000,9719300,9426700,9985700,9758700,7186300,6737100,9972800,7989000,9017700,6451100,
84,VZ,2008,RD,Communication Services,17303900,17865000,12856800,28291000,24304000,18499300,21038700,22214500,34729200,30234200,35861300,31355400,52937100,25177200,22703700,20723200,24593400,22442200,16649600,15416200,24701000,29079200,24302800,35442400,37816000,32251700,19637500,25524500,15514400,20741200,19023500,24578000,19871200,15699800,20089000,18681900,27287500,24803400,17438600,29272300,27203200,32244700,34991400,31179100,22324600,26568800,8127100,21788100,23220600,26331900,20631900,21366600,26441500,24560200,28329400,23501000,21908200,22095300,30786500,19395100,
85,HPQ,2008,RD,Information Technology,44267900,48798900,43179000,62351100,49185400,48475900,62470000,56100300,65157100,60375700,90903600,74624000,109116800,59184900,62699700,63653200,64119100,48530900,47715500,61715000,67624700,83432000,60695200,52761900,61128400,61792900,64697800,63365100,47844300,59618000,49269700,65312400,40039600,34610300,35418900,44782900,84129100,48695400,34776800,149712400,79745600,89122200,84768100,73899700,82894500,48701400,16278700,46361100,47689800,48025600,41009100,47113300,43795500,40373200,31248300,37803000,38701000,33454100,42896700,36416400,
86,WMT,2008,RD,Consumer Staples,17200400,21429500,21199800,27535200,26925700,23363700,21199900,31118600,39728800,34551400,47796100,41184600,51587500,29554100,28559900,27945200,47390100,31223000,28415000,19444300,28203700,34945300,29809800,26744800,42005400,34233900,23324700,26031500,18757100,23054700,22190000,32448100,19437700,18201900,23785800,28374100,37741900,25751700,26964900,36628700,29776200,40830000,40259200,30407600,27371400,23745300,9071800,25945400,24462500,25215300,28793000,37656500,27061600,30404800,21298600,24949600,23624800,16719000,22996000,22195600,
87,DIS,2008,RD,Communication Services,13600300,13356400,9546400,26696900,16589100,11020900,11783300,17468400,35803300,27859500,28972100,24391800,37801900,20772800,20214300,18089100,21418200,17985900,14070800,14680800,20567900,17445800,16247600,15081300,21845500,17071300,14182600,17466700,19742300,16761900,15063300,23027700,28705700,16363000,23171800,21258600,24066200,16888600,20652300,21954000,22433000,26921200,28131800,24042800,20331500,13904000,7577100,17969200,20051200,16331800,17198700,17945000,34087700,26341900,16276200,14827300,15025300,12908800,22276500,14715400,
88,MMM,2004,RR,Industrials,2955500,3975200,3184600,3306900,4120700,2694200,4114500,3581800,2985500,2951200,3455000,2663900,2614900,1559800,2240500,3746300,3030000,3205500,14470200,4897600,5347100,4062600,4004600,2926600,3642800,3534100,2252700,2112400,2905400,3892700,5547300,6238000,6746600,2969000,2108300,2871200,2547500,2676900,3054600,2825400,2819900,2186000,2571000,2812000,2964100,2616000,1138600,3116900,4306700,3833800,2981900,4940900,2408200,3506100,2412800,3855500,2666400,3889700,3409800,4183900,
89,AXP,2004,RR,Financials,4274000,3985900,3334000,3520800,3409200,4225100,4195000,3477300,5604400,3657100,5595500,3853300,3059200,1873800,2806500,2848000,3297100,7020300,2833400,3454900,3383800,3499600,2816000,7399700,4642700,4719700,4171100,3849400,4332600,8183300,4796700,4510600,5336200,3802800,4071800,4977300,3355000,3371600,4329800,4037900,4528800,2917200,3629700,3606000,3846200,3074600,1520300,4658100,4117100,3674900,3496400,3919700,2978200,3214400,2793000,4691500,4123500,4761900,5913500,4431900,
90,BA,2004,RR,Industrials,2831300,4001900,2748300,2092500,3510700,5992800,3846000,3384700,4832900,3402200,2485700,1998800,3952100,2236000,2509300,2272300,3048600,3467700,3079100,3186000,3242100,3704100,2456400,4022100,3880000,5435700,4138500,2720200,2526500,2806900,5451100,4875700,4379900,4025700,4092700,4082800,4110600,2654800,3782300,2752200,4262400,3064900,2915200,3036900,3228500,3231200,1456100,2666800,2455500,2976100,2433500,3358700,2272900,2738000,4284000,4347100,4107600,2921900,3101600,3598200,
91,CAT,2004,RR,Industrials,3450200,3271000,3156400,2538400,9189800,14205200,8609600,7250400,5685000,4108400,3496600,4044600,3201000,1914400,3672000,7324800,5250800,6098200,4689400,5197200,5129400,16267600,9025000,4387800,4759400,6047400,6464400,3871200,5245800,6079200,6915200,7655400,7455600,4181000,5516200,5291400,4492000,4662600,4194000,4628600,3939400,3567400,3919800,3692000,5179800,3674000,1418600,5228000,4185000,3336400,3408600,4909600,2917000,4527400,3430600,5305200,2900600,4642000,4624000,4284200,
92,MO,2004,RR,Consumer Discretionary,13874600,7555300,5582900,6093200,7047000,6121300,6977500,7447100,5374100,4263700,6373400,4834900,5183400,3634800,5852500,6156100,3614900,6087700,5072100,5343100,5452100,5323000,4130500,5557300,6442000,5977300,7247600,6739600,5019500,5697700,13005200,35838900,12874900,11214200,7541100,11346200,5527200,5464400,5881100,4877500,20187400,23963700,9782100,7844400,8433100,5223200,2234900,5832600,5481000,8812200,4611100,5155600,4334100,6020400,4387400,5993300,8289700,6734100,9848600,10908800,
93,KO,2004,RR,Consumer Staples,20142000,15195200,14931800,17705800,13817200,13398800,12534000,15593800,13469800,15395400,12522200,8238000,13898800,7699200,11810200,12224000,10283600,14591400,10428200,15291600,11038000,11923600,22106400,14432800,16715800,17942400,12326400,16822600,11649200,12005400,13773800,17884000,12283600,10122200,10215800,10052000,37510800,23008600,13567400,14366400,14161200,12628600,18230600,14761600,15814800,11893600,6474800,13666800,16382800,20019800,25100400,20564000,11860600,11603200,12023200,15715600,10780000,13432400,14325800,12765800,
94,DD,2004,RR,Materials,1658300,2674300,3010100,2036000,3375500,4921300,4238900,3414600,3687600,3784200,2599600,2152000,1631700,863700,1243800,2427800,1656400,1894900,1459500,2042000,3359100,3445400,8670900,2541100,2262600,2911600,2762400,2345300,2943300,1982700,2890000,3406600,3825500,2386400,4180500,3974700,2142500,3162200,2254500,2429400,5324000,2497900,2057500,2059400,2484100,2115500,1019300,2113500,2081700,2062500,2556600,3079400,2054300,3074600,3627700,2632900,1823500,1670700,2402900,2513700,
95,XOM,2004,RR,Energy,13901800,17358300,12711100,12067500,13271700,16320600,13737000,11307500,13297900,10938300,12856100,10731300,10540200,7516100,9854400,14658700,11669900,11018500,9196300,11426100,12260300,11124800,10012500,10414500,12625500,13578400,18310900,14362400,13740100,12039800,13050800,15646000,14269300,10841900,12219100,11937600,8789200,11398200,12708700,9986000,11498300,9056100,13992400,11662200,14183000,9616200,4497700,10090700,12921800,13623400,16075400,13215900,10954300,12153000,13562300,14639300,10928500,11795800,10524500,12666200,
96,GE,2004,RR,Industrials,21194900,15845900,13856900,17581900,16036500,15034700,21870800,16320500,16154500,12993800,14912900,14507000,19081700,9128300,12585400,15940300,13166800,15729400,15744100,17033900,17073900,17330200,17153800,15249400,20869300,17356400,14955000,19064200,13435900,17599900,19662800,26243300,21721900,13956000,16447200,17727800,14950300,19585600,14907700,13667600,19394100,16331200,22682900,15973000,21861900,17477900,8205400,22495700,23990000,22578100,16617400,15771400,12172600,19514500,17044100,16517100,33320500,29323300,27425200,21206700,
97,AA,2004,RR,Materials,1679100,1514800,2425900,1878200,3353900,3960000,2909400,2190500,2259400,1790500,1675700,2273900,2927700,952000,1669600,2950800,2554900,1725000,1144400,2268400,1811300,1811400,1031200,1551300,1860400,1827000,2811900,1662500,1456000,2037300,2451100,2345600,1403800,1129800,1327800,1185300,1169900,2254400,1478900,1197300,1877000,1661400,1191500,1433000,1355300,1373500,1209900,2174500,1756400,2035700,2728300,3206800,2446500,2074500,2312100,1877100,2190200,1523400,3989000,3074500,
98,HD,2004,RR,Consumer Discretionary,6069800,3818000,5289200,4492300,7447000,5908200,9433100,6472800,7468200,5888800,4025000,5069600,6016000,8886700,5636500,5368700,3965200,7371900,7005600,5545500,5560000,4912000,4380200,6264900,6137100,8385400,7369600,8337000,7110800,5946600,7181700,6686900,7846500,5877800,4926300,5292700,5803900,6469000,9986300,16544900,11830900,9321300,8913000,6973200,6060100,4722400,2106000,7299300,9843800,8646500,8408100,6244100,5012800,6350400,5893900,5861300,4620400,4595500,5186000,4959200,
99,INTC,2004,RR,Information Technology,62599600,68326100,62089700,56423800,78060400,63569000,72528600,73823500,74330300,72053700,57720900,74716700,67165500,49603700,78499600,149009700,83884100,69746900,60292700,84806900,81351700,76560700,58136500,60217200,58924900,63922000,66702100,62332400,49790900,70811600,85151700,61146600,73254400,51251300,47597700,88258000,67583100,92808700,66704100,61415500,80856100,66373900,80311000,58668000,92066600,52012100,23031100,66808800,88946000,84149400,109438600,142326300,63400700,68931000,78960300,112089700,73460100,57206500,76379900,64347800,
100,IBM,2004,RR,Information Technology,5037100,4801200,4899500,4650300,3874200,4204500,5198000,4538000,5001400,5150700,3984400,3076900,4090000,3016300,4626600,6651400,4233700,5928500,7182600,13692200,6926800,6137500,5988700,5774500,7335800,6035100,4226500,4518500,5160600,5388700,6553300,6951600,6708400,4907300,4513100,6258400,7453400,4958400,4887600,5684100,6353200,4655900,5679100,5814100,5529900,3750600,2204300,5699800,5870300,5664500,5152300,7026800,5263000,6477100,5310700,5713700,4188300,4799500,4493200,3914500,
101,JNJ,2004,RR,Health Care,4714500,6333600,4555900,4313000,4975300,4102400,7942900,5786400,6920300,3826700,3743100,10501300,8960900,7255600,11660700,7024600,5820600,7227200,6466400,5435400,6049000,6910700,5131100,6234900,6610400,5945100,5581200,6801500,6724200,7443800,9375800,9121900,6466200,6775000,5096600,6436700,5627500,6120300,5326500,3953700,6264900,4666700,5213900,4752300,5376000,4001300,1672900,5021800,8543200,5431500,6167000,6053700,3369400,11385900,5990700,7539100,8732900,8681000,7057700,7329000,
102,JPM,2004,RR,Financials,12767500,9352100,8779600,10374800,8002100,7725600,8422700,11375700,12622200,12012800,7631200,7051800,6542800,3363700,8410800,7602800,11762100,8057300,5915300,16571000,23141100,11568200,8983300,11971100,10566300,11518800,8766200,11215900,10154500,9869300,11104200,12158700,13418700,7547900,7004600,7633400,8004300,11168600,8794300,14141300,14438700,14942800,14346300,13073300,10883200,6854700,3143500,10747600,13032200,11122800,8238200,10918000,10695800,8779000,11421600,10360900,8579000,14880100,12084600,13420900,
103,MCD,2004,RR,Consumer Discretionary,6074200,3892000,3740900,5192300,3559600,3305900,4190300,4233500,4825200,2527400,5981900,5878800,3624500,3028100,3913700,12155000,6351500,5329600,5443300,7012600,5219000,4038500,4013100,3644100,3774300,3697500,3659700,4149800,4408100,4254600,5922500,7919700,7508300,8455300,4039100,5405800,3516400,3482400,3491700,2481300,4070800,9666800,7922100,4913500,5600000,4087500,1337000,5229600,5981400,6529500,4122300,3283700,3172900,5115200,5384600,7721600,4021200,4061800,5223800,6104600,
104,MRK,2004,RR,Health Care,5424800,4936100,4859600,7707500,5832000,4889500,145015500,57510000,35389500,27476700,48441900,51443700,22404400,24169300,17180200,23976700,13876800,14196100,12697000,14573900,15565000,10237300,13515300,10971700,12623100,11927400,9774900,16951700,66591600,64170500,49511300,34322600,50345300,35909300,43053300,33983300,19387000,18561300,24109500,20027900,13938200,14161700,13858600,13002400,11548000,11528000,7337100,13231600,16177900,15687100,20478800,16325900,14032100,13288500,20305200,12445700,8963600,12061000,16938300,31326500,
105,MSFT,2004,RR,Information Technology,68409000,52155800,49859800,47813600,62055100,61529300,71218000,66302800,62016200,58017700,56999600,38401500,49556600,44691000,56412900,49500700,41548700,49828500,50350700,57026500,69078100,94988500,101912800,61529500,76966600,72392600,63059600,80010100,72930900,89417100,79666700,87867700,95337700,112802100,100401000,84097700,87358900,162269000,104468000,64522600,58830700,63249900,85808600,92410800,70459700,60069200,24398700,67079900,75960400,99889000,96088300,76498400,55297400,111656000,95655000,83006000,70949200,93812500,127843200,106303900,
